brand,date,spend,transactions,avg_ticket_size,spend_ly,spend_yoy_pct
CHICK-FIL-A,2025-07-12,7173091.99,357264.35,20.077827496642193,7216563.44,-0.6
CHICK-FIL-A,2025-07-13,74836.08,3970.76,18.846790035156996,7222043.22,-98.96
CHICK-FIL-A,2025-07-14,6153752.44,348174.1,17.674354410623884,76865.22,7905.9
CHICK-FIL-A,2025-07-15,6386342.96,363987.47,17.54550221193054,6173755.32,3.44
CHICK-FIL-A,2025-07-16,6428446.23,364710.08,17.62618195252514,6014962.4,6.87
CHICK-FIL-A,2025-07-17,6754661.84,377949.24,17.871875704790412,6225233.12,8.5
CHICK-FIL-A,2025-07-18,7328040.28,396179.46,18.496769822443596,6606705.61,10.92
CHICK-FIL-A,2025-07-19,7195009.17,354210.3,20.312817470299425,7244319.8,-0.68
CHICK-FIL-A,2025-07-20,72558.36,3794.23,19.123342549081105,7030339.43,-98.97
CHICK-FIL-A,2025-07-21,6204203.34,351380.78,17.656638305601117,74024.99,8281.23
CHICK-FIL-A,2025-07-22,6118561.76,351739.49,17.39515162201435,6189968.03,-1.15
CHICK-FIL-A,2025-07-23,6345241.03,359574.03,17.6465498078379,6031031.04,5.21
CHICK-FIL-A,2025-07-24,6827250.81,380580.01,17.939068344656356,6333878.52,7.79
CHICK-FIL-A,2025-07-25,7283653.45,393224.01,18.522911278993366,6646739.78,9.58
CHICK-FIL-A,2025-07-26,7206115.96,357368.95,20.16435943861379,7228374.63,-0.31
CHICK-FIL-A,2025-07-27,83192.25,3967.0,20.97107385933955,7078944.41,-98.82
CHICK-FIL-A,2025-07-28,6228029.62,354573.13,17.564866294295904,67657.59,9105.22
CHICK-FIL-A,2025-07-29,6120865.19,357185.64,17.136369731997064,6221977.0,-1.63
CHICK-FIL-A,2025-07-30,6488081.26,371788.33,17.451008373501125,6161557.92,5.3
CHICK-FIL-A,2025-07-31,6932700.16,386940.3,17.916717798585466,6529117.2,6.18
CHICK-FIL-A,2025-08-01,7444247.98,402700.09,18.485836395020424,6785227.34,9.71
CHICK-FIL-A,2025-08-02,7216242.76,359779.98,20.057377178129812,7233343.67,-0.24
CHICK-FIL-A,2025-08-03,75915.9,3931.66,19.308866992568024,7170418.76,-98.94
CHICK-FIL-A,2025-08-04,6213917.48,356820.77,17.41467426349649,71222.55,8624.65
CHICK-FIL-A,2025-08-05,6032366.48,350608.3,17.205429763071784,6154430.1,-1.98
CHICK-FIL-A,2025-08-06,6336253.36,360844.32,17.559520848215097,6043933.13,4.84
CHICK-FIL-A,2025-08-07,6742985.35,380403.45,17.725878537642075,6253678.27,7.82
CHICK-FIL-A,2025-08-08,7351374.58,400526.67,18.354269841756107,6492376.44,13.23
CHICK-FIL-A,2025-08-09,7215967.66,358403.27,20.133654639925577,7202895.82,0.18
CHICK-FIL-A,2025-08-10,79040.06,3835.23,20.608949137339874,7185393.85,-98.9
CHICK-FIL-A,2025-08-11,6196440.71,353401.17,17.533730038301798,84309.15,7249.67
CHICK-FIL-A,2025-08-12,5955135.97,345546.23,17.233977549111156,6110628.82,-2.54
CHICK-FIL-A,2025-08-13,6073411.72,352622.24,17.22356400435775,5861455.24,3.62
CHICK-FIL-A,2025-08-14,6536294.61,375666.95,17.399173949158957,6153050.35,6.23
CHICK-FIL-A,2025-08-15,7290227.96,404042.23,18.043232659120807,6522308.6,11.77
CHICK-FIL-A,2025-08-16,7304556.29,364772.09,20.02498680751589,7178474.87,1.76
CHICK-FIL-A,2025-08-17,72738.2,4144.28,17.551468530118623,7238705.62,-99.0
CHICK-FIL-A,2025-08-18,6057648.5,353012.69,17.159860457141072,82958.92,7201.99
CHICK-FIL-A,2025-08-19,5976678.56,351326.84,17.011733461639306,5792500.71,3.18
CHICK-FIL-A,2025-08-20,6373233.48,367839.24,17.326138124904784,5694440.86,11.92
CHICK-FIL-A,2025-08-21,6702630.74,383744.08,17.466408185371876,6015562.83,11.42
CHICK-FIL-A,2025-08-22,7442245.28,411998.2,18.063781055354127,6388545.31,16.49
CHICK-FIL-A,2025-08-23,7549346.52,373795.39,20.196467698544915,7086179.89,6.54
CHICK-FIL-A,2025-08-24,64829.72,3544.45,18.29048794594366,7243074.68,-99.1
CHICK-FIL-A,2025-08-25,5905662.62,351169.84,16.817112255426036,73434.15,7942.12
CHICK-FIL-A,2025-08-26,5758198.88,345432.54,16.66953229131222,5880065.79,-2.07
CHICK-FIL-A,2025-08-27,6146248.85,360716.61,17.038995930905426,5812859.61,5.74
CHICK-FIL-A,2025-08-28,6839609.75,392156.38,17.441026332403414,6195185.09,10.4
CHICK-FIL-A,2025-08-29,7711168.58,422442.72,18.253761314670072,6740742.28,14.4
CHICK-FIL-A,2025-08-30,7140566.7,353149.89,20.219648659666863,7654653.0,-6.72
CHICK-FIL-A,2025-08-31,77988.67,4046.65,19.27240309885955,7120500.23,-98.9
CHICK-FIL-A,2025-09-01,4682542.07,227934.56,20.54336152446562,83256.67,5524.22
CHICK-FIL-A,2025-09-02,5670377.49,343351.83,16.514772878886358,4552891.13,24.54
CHICK-FIL-A,2025-09-03,5887249.75,350387.87,16.802093491421378,5603503.44,5.06
CHICK-FIL-A,2025-09-04,6328170.66,373393.68,16.94771764749741,5842792.37,8.31
CHICK-FIL-A,2025-09-05,7296232.48,411243.94,17.74186017184837,6309340.31,15.64
CHICK-FIL-A,2025-09-06,7435555.58,368772.19,20.163005187565798,7085149.7,4.95
CHICK-FIL-A,2025-09-07,81457.38,4511.25,18.056498753117207,7497581.5,-98.91
CHICK-FIL-A,2025-09-08,5569720.85,338186.01,16.469400523102653,66966.87,8217.13
CHICK-FIL-A,2025-09-09,5666072.93,344020.79,16.470146847811147,5583276.66,1.48
CHICK-FIL-A,2025-09-10,6032349.99,359307.83,16.788807496903143,5630793.93,7.13
CHICK-FIL-A,2025-09-11,6498079.84,381073.74,17.052027358274543,5917400.5,9.81
CHICK-FIL-A,2025-09-12,7363173.68,415983.91,17.70062135335956,6427574.28,14.56
CHICK-FIL-A,2025-09-13,7555835.57,373535.56,20.227888263168307,7240529.23,4.35
CHICK-FIL-A,2025-09-14,77708.9,4162.71,18.66786300270737,7487034.2,-98.96
CHICK-FIL-A,2025-09-15,5618426.18,337515.52,16.646423192628294,69829.97,7945.87
CHICK-FIL-A,2025-09-16,5655675.39,339998.52,16.634411790968972,5576977.41,1.41
CHICK-FIL-A,2025-09-17,5997318.18,355542.42,16.868080551400872,5596087.06,7.17
CHICK-FIL-A,2025-09-18,6488814.81,378364.03,17.14966089667667,5938433.42,9.27
CHICK-FIL-A,2025-09-19,7391334.48,412963.89,17.89825856202585,6471135.08,14.22
CHICK-FIL-A,2025-09-20,7669009.51,374198.87,20.49447533072454,7361951.44,4.17
CHICK-FIL-A,2025-09-21,79030.6,4319.47,18.29636506330638,7614606.85,-98.96
CHICK-FIL-A,2025-09-22,5718373.74,342040.42,16.71841515105145,71160.77,7935.85
CHICK-FIL-A,2025-09-23,5794095.67,342920.75,16.896311086453647,5644686.28,2.65
CHICK-FIL-A,2025-09-24,6078068.45,357627.12,16.995546786272808,5613968.47,8.27
CHICK-FIL-A,2025-09-25,6535420.76,380317.15,17.184133715768535,5962051.23,9.62
CHICK-FIL-A,2025-09-26,7369426.32,412820.82,17.851392088218805,6043578.45,21.94
CHIPOTLE MEXICAN,2018-01-01,854019.87,59572.62,14.335778248463807,,
CHIPOTLE MEXICAN,2018-01-02,1108175.54,87319.92,12.69098208060658,,
CHIPOTLE MEXICAN,2018-01-03,1144873.17,90570.42,12.640696267059377,,
CHIPOTLE MEXICAN,2018-01-04,1050679.7,82016.09,12.810653373014977,,
CHIPOTLE MEXICAN,2018-01-05,1250600.89,95550.89,13.08832277752724,,
CHIPOTLE MEXICAN,2018-01-06,1137885.63,80202.51,14.187656097047336,,
CHIPOTLE MEXICAN,2018-01-07,1070030.3,75359.7,14.198972395059961,,
CHIPOTLE MEXICAN,2018-01-08,1077182.73,87104.45,12.366563705987467,,
CHIPOTLE MEXICAN,2018-01-09,1162499.51,93542.14,12.42754880313835,,
CHIPOTLE MEXICAN,2018-01-10,1208845.86,97783.14,12.362518323711022,,
CHIPOTLE MEXICAN,2018-01-11,1245532.87,100129.27,12.439248483485398,,
CHIPOTLE MEXICAN,2018-01-12,1365180.15,106458.95,12.82353573842312,,
CHIPOTLE MEXICAN,2018-01-13,1194655.85,85138.15,14.031968629809318,,
CHIPOTLE MEXICAN,2018-01-14,1087517.68,77018.92,14.120136714459251,,
CHIPOTLE MEXICAN,2018-01-15,1146329.0,88340.14,12.97630952362086,,
CHIPOTLE MEXICAN,2018-01-16,1093633.66,89917.7,12.162607139639915,,
CHIPOTLE MEXICAN,2018-01-17,1153992.22,91769.0,12.574967799583737,,
CHIPOTLE MEXICAN,2018-01-18,1285432.19,101559.48,12.656939460501373,,
CHIPOTLE MEXICAN,2018-01-19,1435741.68,110408.68,13.003884114908358,,
CHIPOTLE MEXICAN,2018-01-20,1297058.48,91071.47,14.24220428197766,,
CHIPOTLE MEXICAN,2018-01-21,1107901.5,78530.35,14.10794043322104,,
CHIPOTLE MEXICAN,2018-01-22,1183858.54,95768.62,12.361653953038063,,
CHIPOTLE MEXICAN,2018-01-23,1252424.98,99916.29,12.534742633058134,,
CHIPOTLE MEXICAN,2018-01-24,1283299.85,102954.64,12.464711158234346,,
CHIPOTLE MEXICAN,2018-01-25,1360246.81,107774.69,12.621208281833146,,
CHIPOTLE MEXICAN,2018-01-26,1469722.92,113956.17,12.897264974770563,,
CHIPOTLE MEXICAN,2018-01-27,1299223.56,92416.95,14.058282165771539,,
CHIPOTLE MEXICAN,2018-01-28,1206871.35,85004.18,14.19778827347079,,
CHIPOTLE MEXICAN,2018-01-29,1211888.79,97878.24,12.381595643730414,,
CHIPOTLE MEXICAN,2018-01-30,1231743.9,99285.38,12.406095439227808,,
CHIPOTLE MEXICAN,2018-01-31,1316843.98,104925.72,12.55024964327145,,
CHIPOTLE MEXICAN,2018-02-01,1353844.62,107036.09,12.64848725322459,,
CHIPOTLE MEXICAN,2018-02-02,1459959.86,112336.84,12.996269611999058,,
CHIPOTLE MEXICAN,2018-02-03,1340435.14,94606.91,14.168469723828839,,
CHIPOTLE MEXICAN,2018-02-04,911618.94,64466.14,14.141050480143528,,
CHIPOTLE MEXICAN,2018-02-05,1202325.93,95959.99,12.52945034696231,,
CHIPOTLE MEXICAN,2018-02-06,1233403.13,99618.5,12.381265829138162,,
CHIPOTLE MEXICAN,2018-02-07,1275560.55,101499.43,12.567169589031192,,
CHIPOTLE MEXICAN,2018-02-08,1376668.61,108705.41,12.664214320152052,,
CHIPOTLE MEXICAN,2018-02-09,1459901.43,112367.91,12.992156123576562,,
CHIPOTLE MEXICAN,2018-02-10,1277743.72,90304.88,14.14922117165761,,
CHIPOTLE MEXICAN,2018-02-11,1243087.99,88118.88,14.106942689239808,,
CHIPOTLE MEXICAN,2018-02-12,1240246.73,99664.32,12.444240125252445,,
CHIPOTLE MEXICAN,2018-02-13,1286960.96,102774.55,12.522175577514082,,
CHIPOTLE MEXICAN,2018-02-14,1270028.56,98697.93,12.867833803606622,,
CHIPOTLE MEXICAN,2018-02-15,1394295.54,110461.62,12.622443342764665,,
CHIPOTLE MEXICAN,2018-02-16,1472022.85,113166.97,13.007530819284108,,
CHIPOTLE MEXICAN,2018-02-17,1328077.36,92198.14,14.404600353109076,,
CHIPOTLE MEXICAN,2018-02-18,1268170.89,89043.49,14.242151672177268,,
CHIPOTLE MEXICAN,2018-02-19,1273720.42,96755.63,13.16430289379543,,
CHIPOTLE MEXICAN,2018-02-20,1302810.39,103480.81,12.589874296499998,,
CHIPOTLE MEXICAN,2018-02-21,1338547.42,107120.0,12.495775018670649,,
CHIPOTLE MEXICAN,2018-02-22,1398097.57,110278.27,12.677906263854158,,
CHIPOTLE MEXICAN,2018-02-23,1477684.28,112942.68,13.083488721889724,,
CHIPOTLE MEXICAN,2018-02-24,1355225.25,95451.14,14.198104391419527,,
CHIPOTLE MEXICAN,2018-02-25,1312721.95,91228.38,14.38940327560349,,
CHIPOTLE MEXICAN,2018-02-26,1311005.94,104746.95,12.51593425870634,,
CHIPOTLE MEXICAN,2018-02-27,1368367.77,108302.78,12.634650467882727,,
CHIPOTLE MEXICAN,2018-02-28,1397110.4,110761.01,12.613738354318004,,
CHIPOTLE MEXICAN,2018-03-01,1440173.13,113775.63,12.658010595063283,,
CHIPOTLE MEXICAN,2018-03-02,1493184.18,115437.07,12.935049200399835,,
CHIPOTLE MEXICAN,2018-03-03,1392063.57,97216.65,14.319188842651954,,
CHIPOTLE MEXICAN,2018-03-04,1300594.99,90835.41,14.318149607075037,,
CHIPOTLE MEXICAN,2018-03-05,1316197.31,103288.12,12.742968988108217,,
CHIPOTLE MEXICAN,2018-03-06,1344789.08,105906.94,12.697837176676051,,
CHIPOTLE MEXICAN,2018-03-07,1295834.64,101903.92,12.716239375286053,,
CHIPOTLE MEXICAN,2018-03-08,1422229.57,111513.31,12.753899691435938,,
CHIPOTLE MEXICAN,2018-03-09,1503534.22,114554.89,13.125011250065361,,
CHIPOTLE MEXICAN,2018-03-10,1363568.64,95122.22,14.334911863915707,,
CHIPOTLE MEXICAN,2018-03-11,1291695.32,89445.37,14.441164701985135,,
CHIPOTLE MEXICAN,2018-03-12,1321547.01,103340.33,12.788298721322063,,
CHIPOTLE MEXICAN,2018-03-13,1300727.77,102204.23,12.726750839960342,,
CHIPOTLE MEXICAN,2018-03-14,1366925.86,106702.47,12.810629969484307,,
CHIPOTLE MEXICAN,2018-03-15,1444398.59,111047.7,13.007010410841469,,
CHIPOTLE MEXICAN,2018-03-16,1481280.33,113337.76,13.069610075230004,,
CHIPOTLE MEXICAN,2018-03-17,1315640.45,93044.87,14.139849408140396,,
CHIPOTLE MEXICAN,2018-03-18,1355368.4,94820.66,14.294019889758202,,
CHIPOTLE MEXICAN,2018-03-19,1358606.94,108101.89,12.567837065568419,,
CHIPOTLE MEXICAN,2018-03-20,1341441.89,105308.73,12.738183149678093,,
CHIPOTLE MEXICAN,2018-03-21,1258112.52,98721.12,12.7441070360628,,
CHIPOTLE MEXICAN,2018-03-22,1442444.48,112798.97,12.787745136325269,,
CHIPOTLE MEXICAN,2018-03-23,1526229.49,117213.57,13.020928293541438,,
CHIPOTLE MEXICAN,2018-03-24,1376484.26,96475.79,14.267665079498183,,
CHIPOTLE MEXICAN,2018-03-25,1334886.69,92447.69,14.43937312008553,,
CHIPOTLE MEXICAN,2018-03-26,1347916.47,106412.74,12.666871184784828,,
CHIPOTLE MEXICAN,2018-03-27,1374907.81,107714.24,12.764401531310995,,
CHIPOTLE MEXICAN,2018-03-28,1451529.7,113173.21,12.825735878658914,,
CHIPOTLE MEXICAN,2018-03-29,1533472.05,117524.21,13.048137485884823,,
CHIPOTLE MEXICAN,2018-03-30,1497384.8,110753.35,13.519995557696449,,
CHIPOTLE MEXICAN,2018-03-31,1325754.07,91147.49,14.54515170960824,,
CHIPOTLE MEXICAN,2018-04-01,77781.31,3973.28,19.57609582007812,,
CHIPOTLE MEXICAN,2018-04-02,1416314.6,112785.75,12.557566891207445,,
CHIPOTLE MEXICAN,2018-04-03,1436650.87,113075.87,12.705194043609836,,
CHIPOTLE MEXICAN,2018-04-04,1480284.41,116375.36,12.719912617241311,,
CHIPOTLE MEXICAN,2018-04-05,1532884.08,120111.95,12.76212799808845,,
CHIPOTLE MEXICAN,2018-04-06,1586802.16,120499.08,13.16858319582191,,
CHIPOTLE MEXICAN,2018-04-07,1440556.78,100366.65,14.352942735460436,,
CHIPOTLE MEXICAN,2018-04-08,1371131.15,96403.06,14.22290070460419,,
CHIPOTLE MEXICAN,2018-04-09,1376824.29,109586.87,12.563770550249314,,
CHIPOTLE MEXICAN,2018-04-10,1408702.8,111638.9,12.618386601802777,,
CHIPOTLE MEXICAN,2018-04-11,1448575.33,114712.04,12.627927547971426,,
CHIPOTLE MEXICAN,2018-04-12,1519380.75,119140.56,12.752842105157136,,
CHIPOTLE MEXICAN,2018-04-13,1582558.33,120800.51,13.10059311835687,,
CHIPOTLE MEXICAN,2018-04-14,1381749.36,97354.3,14.192997741239987,,
CHIPOTLE MEXICAN,2018-04-15,1324566.73,92591.05,14.305559014613182,,
CHIPOTLE MEXICAN,2018-04-16,1384762.25,109448.95,12.652129143312933,,
CHIPOTLE MEXICAN,2018-04-17,1435837.22,113279.34,12.675190551074891,,
CHIPOTLE MEXICAN,2018-04-18,1446201.6,114346.15,12.647575803820244,,
CHIPOTLE MEXICAN,2018-04-19,1509130.01,117742.16,12.817244137528986,,
CHIPOTLE MEXICAN,2018-04-20,1601457.53,121218.6,13.211318477527376,,
CHIPOTLE MEXICAN,2018-04-21,1405203.19,98904.6,14.207662636520444,,
CHIPOTLE MEXICAN,2018-04-22,1393513.21,98384.48,14.163953603251244,,
CHIPOTLE MEXICAN,2018-04-23,1403878.86,111088.12,12.637524696610225,,
CHIPOTLE MEXICAN,2018-04-24,1421095.86,112188.97,12.66698375071988,,
CHIPOTLE MEXICAN,2018-04-25,1457781.56,115418.31,12.630418518517557,,
CHIPOTLE MEXICAN,2018-04-26,1566399.25,122437.91,12.793417087893774,,
CHIPOTLE MEXICAN,2018-04-27,1613909.98,122693.18,13.154031707385855,,
CHIPOTLE MEXICAN,2018-04-28,1453361.57,102014.94,14.246556141678857,,
CHIPOTLE MEXICAN,2018-04-29,1438397.63,99700.42,14.427197297664343,,
CHIPOTLE MEXICAN,2018-04-30,1446215.04,114899.97,12.586731223689615,,
CHIPOTLE MEXICAN,2018-05-01,1462479.61,115496.56,12.662538260879806,,
CHIPOTLE MEXICAN,2018-05-02,1488577.55,117186.07,12.702683433278375,,
CHIPOTLE MEXICAN,2018-05-03,1530576.09,118456.56,12.920990530199425,,
CHIPOTLE MEXICAN,2018-05-04,1571171.14,118586.72,13.24913228057914,,
CHIPOTLE MEXICAN,2018-05-05,1450060.62,99576.31,14.562305231033367,,
CHIPOTLE MEXICAN,2018-05-06,1419129.81,95011.67,14.936373710724167,,
CHIPOTLE MEXICAN,2018-05-07,1422640.79,111975.53,12.704925710108272,,
CHIPOTLE MEXICAN,2018-05-08,1774324.04,146183.48,12.137650848098566,,
CHIPOTLE MEXICAN,2018-05-09,1500091.17,116336.08,12.894462061984553,,
CHIPOTLE MEXICAN,2018-05-10,1513491.05,117294.74,12.903315613300306,,
CHIPOTLE MEXICAN,2018-05-11,1561853.18,117482.27,13.294373525468991,,
CHIPOTLE MEXICAN,2018-05-12,1365448.62,91551.28,14.914577054520702,,
CHIPOTLE MEXICAN,2018-05-13,1105757.92,73253.52,15.094945881098955,,
CHIPOTLE MEXICAN,2018-05-14,1406837.48,109459.86,12.8525422926724,,
CHIPOTLE MEXICAN,2018-05-15,1423461.1,110980.46,12.826231752868928,,
CHIPOTLE MEXICAN,2018-05-16,1455578.28,112730.92,12.911970203028593,,
CHIPOTLE MEXICAN,2018-05-17,1489956.98,113673.26,13.10736561967168,,
CHIPOTLE MEXICAN,2018-05-18,1549178.78,116028.12,13.351752833709622,,
CHIPOTLE MEXICAN,2018-05-19,1336917.68,90655.47,14.747236763540027,,
CHIPOTLE MEXICAN,2018-05-20,1321317.19,88219.8,14.977558212555458,,
CHIPOTLE MEXICAN,2018-05-21,1377860.01,106982.99,12.879243793803107,,
CHIPOTLE MEXICAN,2018-05-22,1394847.78,108878.06,12.811100601902716,,
CHIPOTLE MEXICAN,2018-05-23,1457959.64,112088.02,13.007274461623997,,
CHIPOTLE MEXICAN,2018-05-24,1503528.91,114647.29,13.114386829379045,,
CHIPOTLE MEXICAN,2018-05-25,1535577.3,112106.83,13.697446444610021,,
CHIPOTLE MEXICAN,2018-05-26,1215252.44,83354.41,14.579341872853517,,
CHIPOTLE MEXICAN,2018-05-27,1159442.34,76829.25,15.091157859799491,,
CHIPOTLE MEXICAN,2018-05-28,1158667.69,79677.89,14.541897256566408,,
CHIPOTLE MEXICAN,2018-05-29,1405457.59,110587.84,12.708970443766693,,
CHIPOTLE MEXICAN,2018-05-30,1454092.06,112163.05,12.964091650503441,,
CHIPOTLE MEXICAN,2018-05-31,1506519.7,115377.61,13.05729681868085,,
CHIPOTLE MEXICAN,2018-06-01,1562952.7,115596.25,13.520790683088768,,
CHIPOTLE MEXICAN,2018-06-02,1344268.67,92548.51,14.525016880336594,,
CHIPOTLE MEXICAN,2018-06-03,1314616.59,88145.7,14.914131829459635,,
CHIPOTLE MEXICAN,2018-06-04,1433387.14,110605.89,12.959410570268906,,
CHIPOTLE MEXICAN,2018-06-05,1700947.06,137278.77,12.390459646455167,,
CHIPOTLE MEXICAN,2018-06-06,1453714.28,111617.68,13.024050311742728,,
CHIPOTLE MEXICAN,2018-06-07,1489556.94,113975.43,13.069105683567065,,
CHIPOTLE MEXICAN,2018-06-08,1526492.69,113607.24,13.436579306037185,,
CHIPOTLE MEXICAN,2018-06-09,1301443.33,89501.48,14.541025802031431,,
CHIPOTLE MEXICAN,2018-06-10,1329796.98,87599.62,15.180396672953604,,
CHIPOTLE MEXICAN,2018-06-11,1408052.75,108366.66,12.993412826417275,,
CHIPOTLE MEXICAN,2018-06-12,1404175.65,108832.03,12.902227864352065,,
CHIPOTLE MEXICAN,2018-06-13,1429598.7,111196.55,12.856502292562134,,
CHIPOTLE MEXICAN,2018-06-14,1497258.09,114828.61,13.039068312330874,,
CHIPOTLE MEXICAN,2018-06-15,1497369.42,110524.54,13.547845754436073,,
CHIPOTLE MEXICAN,2018-06-16,1272082.32,87215.48,14.585510737314065,,
CHIPOTLE MEXICAN,2018-06-17,1070685.59,71309.48,15.014631855399873,,
CHIPOTLE MEXICAN,2018-06-18,1365823.06,106350.76,12.842626230409637,,
CHIPOTLE MEXICAN,2018-06-19,1366690.16,107101.69,12.76067781936961,,
CHIPOTLE MEXICAN,2018-06-20,1434308.93,110219.2,13.013240252152075,,
CHIPOTLE MEXICAN,2018-06-21,1449899.31,111418.43,13.01310124366319,,
CHIPOTLE MEXICAN,2018-06-22,1516634.96,112751.88,13.451083565081131,,
CHIPOTLE MEXICAN,2018-06-23,1289595.55,88802.77,14.52201941448448,,
CHIPOTLE MEXICAN,2018-06-24,1333944.57,90280.76,14.775513298736078,,
CHIPOTLE MEXICAN,2018-06-25,1391285.01,107598.92,12.930287869060397,,
CHIPOTLE MEXICAN,2018-06-26,1387730.04,108137.28,12.83304000248573,,
CHIPOTLE MEXICAN,2018-06-27,1425124.76,110828.11,12.85887452199627,,
CHIPOTLE MEXICAN,2018-06-28,1488470.32,113398.68,13.125993353714524,,
CHIPOTLE MEXICAN,2018-06-29,1533195.18,114240.86,13.420725124093078,,
CHIPOTLE MEXICAN,2018-06-30,1268886.88,87799.42,14.452110048107379,,
CHIPOTLE MEXICAN,2018-07-01,1278307.97,86291.86,14.813772353498928,,
CHIPOTLE MEXICAN,2018-07-02,1397791.76,108255.56,12.91196276662372,,
CHIPOTLE MEXICAN,2018-07-03,1343085.76,102556.4,13.09606967483258,,
CHIPOTLE MEXICAN,2018-07-04,446266.14,31099.77,14.349499690833726,,
CHIPOTLE MEXICAN,2018-07-05,1393779.32,108164.38,12.885751483066791,,
CHIPOTLE MEXICAN,2018-07-06,1480753.18,110732.76,13.37231348699337,,
CHIPOTLE MEXICAN,2018-07-07,1272024.67,88524.12,14.369243885169375,,
CHIPOTLE MEXICAN,2018-07-08,1306992.66,89918.27,14.535340370761135,,
CHIPOTLE MEXICAN,2018-07-09,1431338.5,110327.07,12.973592972241535,,
CHIPOTLE MEXICAN,2018-07-10,1387660.94,108463.78,12.793772630826622,,
CHIPOTLE MEXICAN,2018-07-11,1439753.39,110701.99,13.00566855211907,,
CHIPOTLE MEXICAN,2018-07-12,1495348.74,115109.83,12.990625909186035,,
CHIPOTLE MEXICAN,2018-07-13,1523854.24,113021.09,13.482919338328802,,
CHIPOTLE MEXICAN,2018-07-14,1275889.92,88574.39,14.40472714517142,,
CHIPOTLE MEXICAN,2018-07-15,1293119.02,87197.9,14.829703696992704,,
CHIPOTLE MEXICAN,2018-07-16,1399958.23,108523.88,12.900001640192002,,
CHIPOTLE MEXICAN,2018-07-17,1360751.9,105968.82,12.841059285174637,,
CHIPOTLE MEXICAN,2018-07-18,1432422.34,111170.88,12.88487003071308,,
CHIPOTLE MEXICAN,2018-07-19,1463528.26,112175.78,13.046740214331471,,
CHIPOTLE MEXICAN,2018-07-20,1534537.17,113632.94,13.504333954573383,,
CHIPOTLE MEXICAN,2018-07-21,1246471.42,86335.56,14.43752053035852,,
CHIPOTLE MEXICAN,2018-07-22,1266326.82,85912.66,14.739699830036692,,
CHIPOTLE MEXICAN,2018-07-23,1388440.44,107820.99,12.877274081790567,,
CHIPOTLE MEXICAN,2018-07-24,1379907.06,107047.51,12.890603994432006,,
CHIPOTLE MEXICAN,2018-07-25,1420775.13,109657.93,12.95642850453223,,
CHIPOTLE MEXICAN,2018-07-26,1477552.05,112234.09,13.164913173885047,,
CHIPOTLE MEXICAN,2018-07-27,1520989.62,112994.23,13.460772465992292,,
CHIPOTLE MEXICAN,2018-07-28,1280049.92,88059.74,14.536153751987001,,
CHIPOTLE MEXICAN,2018-07-29,1282319.35,87176.44,14.709471389288208,,
CHIPOTLE MEXICAN,2018-07-30,1408332.2,108754.59,12.949634585537954,,
CHIPOTLE MEXICAN,2018-07-31,1551661.87,120167.95,12.912443542558561,,
CHIPOTLE MEXICAN,2018-08-01,1517417.93,117756.97,12.886013711120453,,
CHIPOTLE MEXICAN,2018-08-02,1493176.58,115128.32,12.969672275249044,,
CHIPOTLE MEXICAN,2018-08-03,1481801.04,109822.7,13.492666270270172,,
CHIPOTLE MEXICAN,2018-08-04,1255081.14,86608.15,14.49149000411624,,
CHIPOTLE MEXICAN,2018-08-05,1253306.27,84906.67,14.76098721101652,,
CHIPOTLE MEXICAN,2018-08-06,1375332.31,105545.74,13.030675705149255,,
CHIPOTLE MEXICAN,2018-08-07,1352816.77,104871.77,12.89972287108342,,
CHIPOTLE MEXICAN,2018-08-08,1367572.26,105782.28,12.928179086327125,,
CHIPOTLE MEXICAN,2018-08-09,1418226.75,108233.95,13.103344652948543,,
CHIPOTLE MEXICAN,2018-08-10,1448321.8,107555.91,13.465757483712425,,
CHIPOTLE MEXICAN,2018-08-11,1232190.83,84794.22,14.531542716001162,,
CHIPOTLE MEXICAN,2018-08-12,1240917.65,84503.37,14.684830320968263,,
CHIPOTLE MEXICAN,2018-08-13,1330563.21,102866.88,12.934806713297807,,
CHIPOTLE MEXICAN,2018-08-14,1356541.92,104619.24,12.96646697108486,,
CHIPOTLE MEXICAN,2018-08-15,1383844.29,106456.94,12.999098884487944,,
CHIPOTLE MEXICAN,2018-08-16,1423019.99,108199.41,13.151827630113694,,
CHIPOTLE MEXICAN,2018-08-17,1448247.73,108159.89,13.38987798526792,,
CHIPOTLE MEXICAN,2018-08-18,1515055.27,119924.24,12.633436492905854,,
CHIPOTLE MEXICAN,2018-08-19,1235935.37,85615.16,14.435940667517295,,
CHIPOTLE MEXICAN,2018-08-20,1296218.99,101487.9,12.77215303499235,,
CHIPOTLE MEXICAN,2018-08-21,1294566.5,101691.81,12.730292636152312,,
CHIPOTLE MEXICAN,2018-08-22,1353159.64,106025.83,12.762547013307982,,
CHIPOTLE MEXICAN,2018-08-23,1385811.55,107919.33,12.841180074042343,,
CHIPOTLE MEXICAN,2018-08-24,1436344.69,109459.83,13.122116944636218,,
CHIPOTLE MEXICAN,2018-08-25,1256980.45,88604.24,14.18645936131273,,
CHIPOTLE MEXICAN,2018-08-26,1235898.37,86479.67,14.29120127308534,,
CHIPOTLE MEXICAN,2018-08-27,1301849.71,103366.35,12.5945214279115,,
CHIPOTLE MEXICAN,2018-08-28,1306947.91,103372.45,12.643096976031815,,
