Date,CMG,DPZ,MCD,SBUX,TGT
2023-01-03,27.42259979248047,324.95819091796875,246.6103515625,93.75834655761719,136.70913696289062
2023-01-04,27.520999908447266,329.8622741699219,246.66644287109375,97.13375091552734,137.6011505126953
2023-01-05,27.283199310302734,324.5367736816406,244.5858612060547,97.10586547851562,138.9886932373047
2023-01-06,28.041200637817383,328.16693115234375,251.40585327148438,99.20735931396484,144.2955780029297
2023-01-09,28.934799194335938,319.7956237792969,249.33465576171875,97.39410400390625,140.8717803955078
2023-01-10,29.028600692749023,325.3988952636719,250.8833465576172,98.56575012207031,140.52938842773438
2023-01-11,29.584199905395508,335.0919189453125,250.7900848388672,98.84471130371094,143.232421875
2023-01-12,30.249399185180664,323.3778381347656,248.81216430664062,98.42626190185547,143.93519592285156
2023-01-13,30.49139976501465,323.2054138183594,250.8646697998047,99.70948028564453,148.30508422851562
2023-01-17,31.030799865722656,329.670654296875,255.7347869873047,99.26315307617188,146.05255126953125
2023-01-18,30.240800857543945,331.8641052246094,248.2057647705078,97.63587951660156,144.9082794189453
2023-01-19,30.082799911499023,334.1341247558594,245.91065979003906,96.94779205322266,143.3495635986328
2023-01-20,31.10379981994629,333.3583068847656,250.5754852294922,97.67308807373047,146.15167236328125
2023-01-23,31.94700050354004,330.87750244140625,251.23788452148438,98.76103210449219,148.33209228515625
2023-01-24,31.90180015563965,325.0252685546875,251.4897918701172,99.16087341308594,147.35899353027344
2023-01-25,31.279600143432617,335.8486022949219,254.69912719726562,99.4770278930664,147.95367431640625
2023-01-26,32.12580108642578,339.1051940917969,256.303955078125,101.13217163085938,150.49449157714844
2023-01-27,32.27560043334961,340.1874694824219,254.19540405273438,101.37394714355469,151.82798767089844
2023-01-30,32.197200775146484,333.78924560546875,252.73062133789062,100.79742431640625,151.98117065429688
2023-01-31,32.9276008605957,338.1090393066406,249.474609375,101.48553466796875,155.0986328125
2023-02-01,33.05120086669922,344.6126708984375,248.42031860351562,102.27591705322266,159.54957580566406
2023-02-02,33.793399810791016,345.263916015625,245.5654754638672,101.49481964111328,163.0995330810547
2023-02-03,33.85940170288086,344.4497985839844,246.51710510253906,96.9849853515625,159.26126098632812
2023-02-06,34.00559997558594,340.9633483886719,249.9597625732422,97.65447235107422,156.6303253173828
2023-02-07,34.45719909667969,342.1318664550781,249.41864013671875,99.33753967285156,157.45925903320312
2023-02-08,32.748199462890625,338.6741638183594,245.20159912109375,98.84471130371094,154.78329467773438
2023-02-09,32.13819885253906,339.9959716796875,243.18638610839844,99.10638427734375,154.4048309326172
2023-02-10,31.677799224853516,339.12432861328125,244.8284149169922,100.07828521728516,153.18850708007812
2023-02-13,32.28620147705078,340.07257080078125,248.3550262451172,101.41464233398438,156.1618194580078
2023-02-14,32.89039993286133,332.9176330566406,248.73757934570312,100.9100112915039,155.19168090820312
2023-02-15,33.13079833984375,344.9095153808594,248.69091796875,101.86322021484375,159.5889434814453
2023-02-16,32.424800872802734,341.77752685546875,248.00979614257812,100.49880981445312,158.24710083007812
2023-02-17,32.35340118408203,342.28509521484375,251.8909454345703,100.0876235961914,157.05032348632812
2023-02-21,31.38520050048828,335.4559326171875,250.54750061035156,97.9195327758789,150.70376586914062
2023-02-22,31.04759979248047,333.76055908203125,250.63148498535156,97.9101791381836,150.25042724609375
2023-02-23,30.449800491333008,294.87322998046875,248.89614868164062,96.7326889038086,150.05099487304688
2023-02-24,29.53459930419922,284.9214782714844,246.00396728515625,94.94773864746094,151.37466430664062
2023-02-27,29.895000457763672,283.15911865234375,247.0302276611328,95.73274230957031,151.23870849609375
2023-02-28,29.82159996032715,281.60748291015625,247.6401824951172,95.40565490722656,152.7709197998047
2023-03-01,29.69540023803711,289.0018310546875,246.5235137939453,94.78887939453125,147.24032592773438
2023-03-02,29.905399322509766,292.4403381347656,251.07456970214844,96.26541137695312,150.44993591308594
2023-03-03,30.200000762939453,291.9040222167969,252.48204040527344,97.70458221435547,150.50430297851562
2023-03-06,30.10260009765625,302.9763488769531,253.95523071289062,98.11576080322266,149.7789764404297
2023-03-07,30.193599700927734,297.73712158203125,250.66163635253906,96.57380676269531,147.62115478515625
2023-03-08,30.66119956970215,298.96307373046875,248.97254943847656,95.788818359375,148.2467041015625
2023-03-09,31.02199935913086,296.080078125,245.50070190429688,93.73285675048828,145.64462280273438
2023-03-10,31.01420021057129,287.498046875,245.8760528564453,92.87309265136719,143.4142608642578
2023-03-13,31.326799392700195,289.8255310058594,246.86131286621094,92.59274291992188,143.17855834960938
2023-03-14,31.815200805664062,295.3262634277344,249.5074462890625,92.9478530883789,143.58653259277344
2023-03-15,31.817399978637695,300.6153564453125,249.9203643798828,92.8357162475586,144.27560424804688
2023-03-16,32.50279998779297,301.9040222167969,253.8896026611328,93.85433959960938,147.82968139648438
2023-03-17,32.17679977416992,298.7593994140625,250.72743225097656,92.23761749267578,144.484130859375
2023-03-20,32.2046012878418,305.019775390625,254.049072265625,93.31231689453125,148.001953125
2023-03-21,32.559200286865234,305.46221923828125,253.5518035888672,93.95714569091797,147.5214385986328
2023-03-22,32.44940185546875,300.3076477050781,251.3560028076172,92.630126953125,142.77053833007812
2023-03-23,32.65060043334961,303.33697509765625,252.9981689453125,91.9759521484375,141.5465545654297
2023-03-24,32.48500061035156,299.5671691894531,254.6027374267578,91.90118408203125,141.63722229003906
2023-03-27,32.95640182495117,309.8665466308594,256.9579772949219,92.20024108886719,144.50225830078125
2023-03-28,33.05799865722656,311.7995300292969,258.8440856933594,92.25630950927734,144.8558349609375
2023-03-29,33.1343994140625,315.0211181640625,260.3360900878906,94.03189849853516,143.35081481933594
2023-03-30,33.44340133666992,315.0884094238281,260.6645202636719,94.68607330322266,145.30921936035156
2023-03-31,34.16579818725586,317.2232666015625,262.37225341796875,97.31208038330078,150.16885375976562
2023-04-03,34.35459899902344,319.7716369628906,264.74627685546875,97.98495483398438,150.55868530273438
2023-04-04,34.696800231933594,316.3577880859375,264.87762451171875,97.19060516357422,150.54966735839844
2023-04-05,33.94839859008789,315.7904052734375,264.6336975097656,98.03167724609375,149.81524658203125
2023-04-06,33.704200744628906,317.9060363769531,265.4500427246094,97.8260726928711,150.1234893798828
